candidate_id,source_file,label,spectrogram_path,original_detection_idx,jitter_idx
2024-10-01_01-03-15_0004134_003820_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003820_jit02.png,5,2
2024-10-01_01-03-15_0004134_003820_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003820_jit03.png,5,3
2024-10-01_01-03-15_0004134_004140,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004140.png,6,0
2024-10-01_01-03-15_0004134_004140_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004140_jit01.png,6,1
2024-10-01_01-03-15_0004134_004140_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004140_jit02.png,6,2
2024-10-01_01-03-15_0004134_004140_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004140_jit03.png,6,3
2024-10-01_01-03-15_0004134_004260,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004260.png,7,0
2024-10-01_01-03-15_0004134_004629,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004629.png,8,0
2024-10-01_01-03-15_0004134_004629_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004629_jit01.png,8,1
2024-10-01_01-03-15_0004134_004629_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004629_jit02.png,8,2
2024-10-01_01-03-15_0004134_004629_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004629_jit03.png,8,3
2024-10-01_01-03-15_0004134_004830,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004830.png,9,0
2024-10-01_01-03-15_0004134_004830_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004830_jit01.png,9,1
2024-10-01_01-03-15_0004134_004830_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004830_jit02.png,9,2
2024-10-01_01-03-15_0004134_004830_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_004830_jit03.png,9,3
2024-10-01_01-03-15_0004134_006840,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_006840.png,10,0
2024-10-01_01-03-15_0004134_006840_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_006840_jit01.png,10,1
2024-10-01_01-03-15_0004134_006840_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_006840_jit02.png,10,2
2024-10-01_01-03-15_0004134_006840_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_006840_jit03.png,10,3
