stem,suffix,detection_idx,label,start_time_s,end_time_s,duration_s,max_probability,mean_probability,window_count,start_window,end_window,source,png_path
2024-10-01_01-03-15_0004134,4134,7,usv,1.8184533333333333,1.95072,0.13226666666666675,0.5973610877990723,0.24650505185127258,0,4260,4570,USV_Detections_accepted,USV_Detections/2024-10-01_01-03-15_0004134/detection_007_1.818s-1.951s.png
2024-10-01_01-03-15_0004134,4134,8,usv,1.975710255839822,2.0317866666666666,0.05607641082684456,0.09243683516979218,0.0601934976875782,0,4630,4760,USV_Detections_accepted,USV_Detections/2024-10-01_01-03-15_0004134/detection_008_1.976s-2.032s.png
2024-10-01_01-03-15_0004134,4134,9,usv,2.061653333333333,2.1213866666666665,0.05973333333333342,0.8096134066581726,0.5235259532928467,0,4830,4970,USV_Detections_accepted,USV_Detections/2024-10-01_01-03-15_0004134/detection_009_2.062s-2.121s.png
2024-10-01_01-03-15_0004134,4134,10,usv,2.9192533333333333,2.9960533333333332,0.07679999999999998,0.545337438583374,0.26978960633277893,0,6840,7020,USV_Detections_accepted,USV_Detections/2024-10-01_01-03-15_0004134/detection_010_2.919s-2.996s.png
2024-10-01_01-03-15_0004134,4134,100,noise,0.5597866666666667,0.5768533333333333,0.017066666666666674,0.04803851619362831,0.04164603725075722,0,1310,1350,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_000_0.560s-0.577s.png
2024-10-01_01-03-15_0004134,4134,101,noise,0.61952,0.65792,0.03839999999999999,0.17454585433006287,0.10520833730697632,0,1450,1540,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_000_0.620s-0.658s.png
2024-10-01_01-03-15_0004134,4134,102,noise,0.7261866666666666,0.7432533333333333,0.017066666666666674,0.06908516585826874,0.05238419026136398,0,1700,1740,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_000_0.726s-0.743s.png
2024-10-01_01-03-15_0004134,4134,103,noise,0.7517866666666667,0.8029866666666666,0.05119999999999991,0.19100335240364075,0.09849365800619125,0,1760,1880,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_000_0.752s-0.803s.png
2024-10-01_01-03-15_0004134,4134,104,noise,0.9053866666666667,0.9181866666666667,0.012800000000000032,0.06256907433271408,0.04509815201163292,0,2120,2150,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_000_0.905s-0.918s.png
2024-10-01_01-03-15_0004134,4134,105,noise,2.266453333333333,2.32192,0.055466666666666775,0.11204630881547928,0.07861614972352982,0,5310,5440,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_015_2.266s-2.322s.png
2024-10-01_01-03-15_0004134,4134,106,noise,2.83392,2.84672,0.012799999999999923,0.05661021173000336,0.04507048428058624,0,6640,6670,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_015_2.834s-2.847s.png
2024-10-01_01-03-15_0004134,4134,107,noise,2.3304533333333333,2.420053333333333,0.08959999999999992,0.5335170030593872,0.3074454665184021,0,5460,5670,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_2.330s-2.420s.png
2024-10-01_01-03-15_0004134,4134,108,noise,3.16672,3.1880533333333334,0.021333333333333204,0.08209825307130814,0.05423750355839729,0,7420,7470,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.167s-3.188s.png
2024-10-01_01-03-15_0004134,4134,109,noise,3.2008533333333333,3.247786666666667,0.04693333333333349,0.07626987993717194,0.056923869997262955,0,7500,7610,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.201s-3.248s.png
2024-10-01_01-03-15_0004134,4134,110,noise,3.2861866666666666,3.303253333333333,0.017066666666666563,0.07548609375953674,0.057456325739622116,0,7700,7740,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.286s-3.303s.png
2024-10-01_01-03-15_0004134,4134,111,noise,3.4312533333333333,3.48672,0.055466666666666775,0.12401168793439865,0.07141248881816864,0,8040,8170,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.431s-3.487s.png
2024-10-01_01-03-15_0004134,4134,112,noise,3.520853333333333,3.5592533333333334,0.03840000000000021,0.22646266222000122,0.11806539446115494,0,8250,8340,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.521s-3.559s.png
2024-10-01_01-03-15_0004134,4134,113,noise,3.8493866666666667,3.8877866666666665,0.03839999999999976,0.24080845713615417,0.14472196996212006,0,9020,9110,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.849s-3.888s.png
2024-10-01_01-03-15_0004134,4134,114,noise,3.956053333333333,4.00261568656532,0.04656235323198654,0.14003877341747284,0.09035376459360123,0,9270,9380,USV_Detections_rejected,USV_Detections/rejected_detections/2024-10-01_01-03-15_0004134/detection_016_3.956s-4.003s.png
