call_id,path,top1_class,top1_idx,top1_prob,high_confidence,softmax_12
131208_1000_m6fm6_chunk_252,data/lab_cnn_training/held_out_844/patches/131208_1000_m6fm6_chunk_252_1968ms.png,Complex,9,0.5630635,False,"[0.00016, 0.00973, 0.00445, 0.02274, 0.03585, 0.11349, 0.22998, 0.0035, 0.00145, 0.56306, 0.01509, 0.0005]"
131211_1800_m1fm4_chunk_218,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_218_1767ms.png,Noise,0,0.67004806,False,"[0.67005, 0.00257, 0.01515, 0.19658, 0.00931, 0.03548, 0.0525, 0.00141, 0.00864, 0.00338, 0.0042, 0.00074]"
131211_1800_m2fm3_chunk_305,data/lab_cnn_training/held_out_844/patches/131211_1800_m2fm3_chunk_305_1964ms.png,Noise,0,0.43140134,False,"[0.4314, 0.00413, 0.04208, 0.2364, 0.03954, 0.06082, 0.13377, 0.00419, 0.01138, 0.01949, 0.01407, 0.00272]"
131211_1800_m2fm3_chunk_070,data/lab_cnn_training/held_out_844/patches/131211_1800_m2fm3_chunk_070_1951ms.png,Noise,0,0.35460252,False,"[0.3546, 0.00474, 0.04172, 0.28387, 0.03641, 0.07331, 0.15613, 0.00371, 0.01211, 0.01757, 0.01369, 0.00213]"
131204_1800_m2fm2_chunk_084,data/lab_cnn_training/held_out_844/patches/131204_1800_m2fm2_chunk_084_0022ms.png,Short,3,0.4488848,False,"[0.30757, 0.00157, 0.06105, 0.44888, 0.03025, 0.04168, 0.08478, 0.00103, 0.00429, 0.01025, 0.00814, 0.00051]"
131210_1000_m4fm1_chunk_107,data/lab_cnn_training/held_out_844/patches/131210_1000_m4fm1_chunk_107_0794ms.png,Flat,6,0.93059546,True,"[4e-05, 0.00301, 0.04921, 0.01423, 0.00044, 0.00075, 0.9306, 0.00024, 0.00067, 0.00026, 0.0005, 4e-05]"
131204_1400_m5fm5_chunk_181,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_181_0022ms.png,Down-FM,2,0.6855219,False,"[0.00061, 0.07475, 0.68552, 0.05165, 0.00191, 0.00191, 0.00637, 0.00057, 0.00484, 0.03163, 0.13933, 0.00091]"
131209_1000_m5fm5_chunk_044,data/lab_cnn_training/held_out_844/patches/131209_1000_m5fm5_chunk_044_1763ms.png,Noise,0,0.30977103,False,"[0.30977, 0.00464, 0.04631, 0.30687, 0.03661, 0.08168, 0.16097, 0.00466, 0.01446, 0.01646, 0.015, 0.00257]"
131205_1000_m3fm3_chunk_032,data/lab_cnn_training/held_out_844/patches/131205_1000_m3fm3_chunk_032_0022ms.png,Down-FM,2,0.620958,False,"[0.00013, 0.29094, 0.62096, 0.04652, 0.00096, 0.00074, 0.01397, 0.00994, 0.00684, 0.00092, 0.00794, 0.00014]"
131204_1400_m1fm1_chunk_158,data/lab_cnn_training/held_out_844/patches/131204_1400_m1fm1_chunk_158_0547ms.png,Noise,0,0.4272321,False,"[0.42723, 0.00981, 0.01713, 0.27411, 0.00899, 0.06056, 0.1664, 0.00697, 0.01841, 0.00353, 0.0049, 0.00195]"
131204_1400_m2fm2_chunk_083,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_083_1093ms.png,Step down,8,0.47457045,False,"[9e-05, 0.05338, 0.00253, 0.01534, 0.0001, 0.05408, 0.16071, 0.11212, 0.47457, 0.00253, 0.0054, 0.11914]"
131204_1400_m2fm2_chunk_083,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_083_1285ms.png,Step down,8,0.45487517,False,"[3e-05, 0.06835, 0.00044, 0.01557, 9e-05, 0.19791, 0.07531, 0.08294, 0.45488, 0.00433, 0.00649, 0.09368]"
131204_1400_m2fm2_chunk_112,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_112_1400ms.png,Flat,6,0.46654174,False,"[0.01484, 0.06144, 0.01418, 0.12971, 0.00326, 0.05359, 0.46654, 0.02703, 0.2037, 0.0023, 0.00404, 0.01937]"
131204_1400_m2fm2_chunk_145,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_145_0863ms.png,Step up,1,0.40698835,False,"[0.00221, 0.40699, 0.01483, 0.14783, 0.00161, 0.05905, 0.17127, 0.07283, 0.0716, 0.00394, 0.00843, 0.03942]"
131204_1400_m2fm2_chunk_278,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_278_0133ms.png,Step down,8,0.35617474,False,"[0.00013, 0.03972, 0.00116, 0.00586, 0.00067, 0.10912, 0.2159, 0.1853, 0.35617, 0.00183, 0.00124, 0.08289]"
131204_1400_m2fm2_chunk_280,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_280_1481ms.png,Step down,8,0.33221048,False,"[0.00126, 0.07174, 0.01327, 0.09829, 0.00204, 0.07435, 0.18624, 0.10744, 0.33221, 0.00819, 0.00994, 0.09503]"
131204_1400_m2fm2_chunk_285,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_285_1315ms.png,Flat,6,0.33016932,False,"[0.00196, 0.04244, 0.01849, 0.05532, 0.00142, 0.06361, 0.33017, 0.09949, 0.31327, 0.00621, 0.00846, 0.05916]"
131204_1400_m2fm2_chunk_287,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_287_0684ms.png,Flat,6,0.44742632,False,"[0.00441, 0.09906, 0.05594, 0.07979, 0.00725, 0.04305, 0.44743, 0.14447, 0.06378, 0.01512, 0.01276, 0.02693]"
131204_1400_m2fm2_chunk_306,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_306_0991ms.png,Flat,6,0.39356837,False,"[0.00059, 0.01806, 0.00305, 0.02635, 0.00111, 0.11182, 0.39357, 0.09824, 0.29848, 0.00486, 0.00375, 0.0401]"
131204_1400_m2fm2_chunk_306,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_306_1558ms.png,Flat,6,0.5577742,False,"[0.00192, 0.00999, 0.00915, 0.09582, 0.00231, 0.11536, 0.55777, 0.02154, 0.13628, 0.01552, 0.01566, 0.01867]"
131204_1400_m2fm2_chunk_308,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_308_0359ms.png,Flat,6,0.61066103,False,"[0.00363, 0.03476, 0.01305, 0.03505, 0.00229, 0.16127, 0.61066, 0.07229, 0.05047, 0.00454, 0.00837, 0.00361]"
131204_1400_m3fm3_chunk_075,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_075_0022ms.png,Two steps,7,0.33729905,False,"[0.00016, 0.25427, 0.00178, 0.00223, 0.00041, 0.14008, 0.06908, 0.3373, 0.13001, 0.01828, 0.01571, 0.03069]"
131204_1400_m3fm3_chunk_075,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_075_0210ms.png,Two steps,7,0.32086855,False,"[0.00025, 0.14132, 0.00813, 0.00783, 0.00075, 0.00688, 0.10954, 0.32087, 0.08927, 0.00704, 0.00242, 0.3057]"
131204_1400_m3fm3_chunk_075,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_075_1247ms.png,Step down,8,0.3080218,False,"[0.0039, 0.04526, 0.0145, 0.05141, 0.00358, 0.2362, 0.18189, 0.08711, 0.30802, 0.01827, 0.02189, 0.02798]"
131204_1400_m3fm3_chunk_107,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_107_1861ms.png,Step up,1,0.5334902,False,"[0.00092, 0.53349, 0.05535, 0.04346, 0.00026, 0.02689, 0.07521, 0.09286, 0.12088, 0.00386, 0.03976, 0.00705]"
131204_1400_m3fm3_chunk_108,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_108_1861ms.png,Step down,8,0.36670113,False,"[0.00055, 0.17273, 0.05359, 0.0099, 0.00136, 0.04997, 0.14853, 0.1395, 0.3667, 0.01608, 0.01072, 0.03038]"
131204_1400_m3fm3_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_128_1882ms.png,Flat,6,0.23645175,False,"[0.00028, 0.19063, 0.13313, 0.05111, 0.00115, 0.01508, 0.23645, 0.12815, 0.20591, 0.00617, 0.0067, 0.02524]"
131204_1400_m3fm3_chunk_177,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_177_1597ms.png,Flat,6,0.55082774,False,"[0.00024, 0.0527, 0.00133, 0.02321, 0.00089, 0.27308, 0.55083, 0.03422, 0.04694, 0.00286, 0.00333, 0.01039]"
131204_1400_m3fm3_chunk_243,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_243_0061ms.png,Step down,8,0.2659865,False,"[5e-05, 0.17851, 0.0018, 0.00563, 0.0002, 0.07334, 0.08928, 0.22778, 0.26599, 0.00865, 0.00766, 0.14111]"
131204_1400_m3fm3_chunk_250,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_250_1827ms.png,Flat,6,0.46300343,False,"[4e-05, 0.21603, 0.06877, 0.01279, 0.00144, 0.03433, 0.463, 0.05688, 0.10585, 0.00732, 0.01485, 0.01868]"
131204_1400_m3fm3_chunk_283,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_283_1853ms.png,Step down,8,0.376282,False,"[4e-05, 0.18893, 0.02859, 0.02859, 0.00185, 0.03935, 0.10493, 0.18228, 0.37628, 0.00555, 0.00555, 0.03807]"
131204_1400_m4fm4_chunk_084,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_084_0901ms.png,Flat,6,0.34977764,False,"[0.00065, 0.12821, 0.0168, 0.05555, 0.00254, 0.18522, 0.34978, 0.04835, 0.18257, 0.00708, 0.00987, 0.01338]"
131204_1400_m4fm4_chunk_087,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_087_1900ms.png,Step up,1,0.46727413,False,"[0.00064, 0.46727, 0.0376, 0.10192, 0.00091, 0.05991, 0.06134, 0.17788, 0.06691, 0.00613, 0.01525, 0.00424]"
131204_1400_m4fm4_chunk_088,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_088_0022ms.png,Step down,8,0.8876049,True,"[1e-05, 0.01114, 0.00122, 0.00654, 4e-05, 0.00695, 0.00976, 0.06851, 0.8876, 0.00017, 0.00018, 0.00789]"
131204_1400_m4fm4_chunk_088,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_088_1477ms.png,Flat,6,0.50050694,False,"[0.00095, 0.13986, 0.04745, 0.01376, 0.00284, 0.00533, 0.50051, 0.12382, 0.08818, 0.00216, 0.00106, 0.0741]"
131204_1400_m4fm4_chunk_089,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_089_1725ms.png,Step up,1,0.70465654,False,"[0.00031, 0.70466, 0.00535, 0.00377, 0.00121, 0.03686, 0.02305, 0.12413, 0.0609, 0.01333, 0.0095, 0.01693]"
131204_1400_m4fm4_chunk_090,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_090_0022ms.png,Step up,1,0.7173443,False,"[0.0004, 0.71734, 0.00908, 0.00928, 0.00039, 0.01119, 0.02772, 0.12798, 0.03679, 0.00514, 0.01558, 0.03912]"
131204_1400_m4fm4_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_128_1050ms.png,Step up,1,0.63414055,False,"[0.00128, 0.63414, 0.00489, 0.00462, 0.00046, 0.0177, 0.02679, 0.28598, 0.01164, 0.00264, 0.00289, 0.00695]"
131204_1400_m4fm4_chunk_144,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_144_1166ms.png,Step down,8,0.44008186,False,"[0.00121, 0.00532, 0.00143, 0.04623, 0.00037, 0.19969, 0.24167, 0.04684, 0.44008, 0.00136, 0.00263, 0.01316]"
131204_1400_m4fm4_chunk_149,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_149_0291ms.png,Flat,6,0.33757707,False,"[0.00113, 0.03209, 0.00657, 0.06822, 0.0032, 0.17964, 0.33758, 0.03144, 0.26573, 0.0218, 0.01106, 0.04154]"
131204_1400_m4fm4_chunk_258,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_258_1225ms.png,Flat,6,0.3237243,False,"[0.00034, 0.096, 0.00209, 0.04297, 0.00073, 0.12407, 0.32372, 0.05357, 0.32042, 0.00207, 0.00297, 0.03104]"
131204_1400_m4fm4_chunk_259,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_259_0022ms.png,Step down,8,0.4586414,False,"[4e-05, 0.02494, 0.00052, 0.00111, 0.00035, 0.03849, 0.00823, 0.43016, 0.45864, 0.0051, 0.00076, 0.03166]"
131204_1400_m4fm4_chunk_293,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_293_0986ms.png,Reverse Chevron,10,0.24383816,False,"[2e-05, 0.18007, 0.00281, 0.00336, 5e-05, 0.07315, 0.00888, 0.19617, 0.19357, 0.0637, 0.24384, 0.03438]"
131204_1400_m5fm5_chunk_068,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_068_0103ms.png,Flat,6,0.6909429,False,"[0.00459, 0.02025, 0.01832, 0.12564, 0.00197, 0.02837, 0.69094, 0.02074, 0.07499, 0.00244, 0.00399, 0.00776]"
131204_1400_m5fm5_chunk_126,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_126_1878ms.png,Flat,6,0.6245213,False,"[0.00014, 0.20588, 0.06919, 0.04557, 0.00071, 0.00644, 0.62452, 0.02408, 0.02152, 0.00016, 0.00066, 0.00114]"
131204_1400_m5fm5_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_128_0573ms.png,Flat,6,0.58569986,False,"[0.00435, 0.03764, 0.01108, 0.10543, 0.0037, 0.17846, 0.5857, 0.02109, 0.03561, 0.00482, 0.00798, 0.00416]"
131204_1400_m5fm5_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_128_0944ms.png,Flat,6,0.53554183,False,"[0.003, 0.08871, 0.00821, 0.03287, 0.00658, 0.16399, 0.53554, 0.09106, 0.0317, 0.01361, 0.00976, 0.01497]"
131204_1400_m5fm5_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_128_1341ms.png,Short,3,0.3612339,False,"[0.00637, 0.10746, 0.02302, 0.36123, 0.00293, 0.02945, 0.33167, 0.04502, 0.07166, 0.00307, 0.00358, 0.01454]"
131204_1400_m5fm5_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_128_1503ms.png,Step up,1,0.3528079,False,"[0.00129, 0.35281, 0.01255, 0.02274, 0.00156, 0.04731, 0.26885, 0.18911, 0.06776, 0.00691, 0.0061, 0.023]"
131204_1400_m5fm5_chunk_128,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_128_1695ms.png,Step down,8,0.38628003,False,"[0.0005, 0.07176, 0.00434, 0.03508, 0.00115, 0.0979, 0.27769, 0.05027, 0.38628, 0.00239, 0.00255, 0.0701]"
131204_1400_m5fm5_chunk_129,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_129_0099ms.png,Flat,6,0.48056218,False,"[0.00088, 0.3614, 0.04784, 0.04411, 0.00216, 0.02233, 0.48056, 0.00804, 0.01184, 0.00387, 0.01439, 0.00258]"
131204_1400_m5fm5_chunk_135,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_135_0991ms.png,Step down,8,0.3441051,False,"[0.00108, 0.01289, 0.00268, 0.04085, 0.00129, 0.2968, 0.19806, 0.07189, 0.34411, 0.00753, 0.00571, 0.01712]"
131204_1400_m5fm5_chunk_135,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_135_1178ms.png,Step down,8,0.48599634,False,"[0.00027, 0.00771, 0.00115, 0.02849, 0.00055, 0.22758, 0.1915, 0.02703, 0.486, 0.00532, 0.00626, 0.01816]"
131204_1400_m5fm5_chunk_137,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_137_0364ms.png,Step down,8,0.30404478,False,"[0.00049, 0.10222, 0.00195, 0.02616, 0.00033, 0.10456, 0.26252, 0.12624, 0.30404, 0.00192, 0.00344, 0.06613]"
131204_1400_m5fm5_chunk_137,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_137_0961ms.png,Step up,1,0.7462632,False,"[0.00024, 0.74626, 0.02991, 0.03877, 0.00139, 0.00342, 0.01257, 0.11245, 0.02342, 0.00505, 0.0062, 0.02033]"
131204_1400_m5fm5_chunk_137,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_137_1353ms.png,Two steps,7,0.30976593,False,"[0.00046, 0.06526, 0.00442, 0.03593, 0.00209, 0.12511, 0.18534, 0.30977, 0.21693, 0.01813, 0.00937, 0.02721]"
131204_1400_m5fm5_chunk_138,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_138_0129ms.png,Down-FM,2,0.42962664,False,"[0.00027, 0.28471, 0.42963, 0.01928, 0.00217, 0.01396, 0.14433, 0.01601, 0.04843, 0.00638, 0.03022, 0.00461]"
131204_1400_m5fm5_chunk_155,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_155_0628ms.png,Flat,6,0.47294435,False,"[0.00151, 0.20597, 0.01046, 0.02821, 0.00077, 0.02171, 0.47294, 0.10239, 0.09917, 0.00261, 0.00388, 0.05038]"
131204_1400_m5fm5_chunk_248,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_248_0790ms.png,Step up,1,0.8085653,False,"[0.0002, 0.80857, 0.00491, 0.00776, 0.00024, 0.00524, 0.0436, 0.10824, 0.01653, 0.00038, 0.00086, 0.00346]"
131204_1400_m5fm5_chunk_248,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_248_1213ms.png,Flat,6,0.27067697,False,"[0.00556, 0.09571, 0.00857, 0.06047, 0.00525, 0.16403, 0.27068, 0.13644, 0.17936, 0.01164, 0.01008, 0.05222]"
131204_1800_m2fm2_chunk_105,data/lab_cnn_training/held_out_844/patches/131204_1800_m2fm2_chunk_105_1422ms.png,Step up,1,0.40397558,False,"[0.00137, 0.40398, 0.01618, 0.01138, 0.00077, 0.0351, 0.31091, 0.16896, 0.01097, 0.01221, 0.01819, 0.00999]"
131204_1800_m6fm6_chunk_036,data/lab_cnn_training/held_out_844/patches/131204_1800_m6fm6_chunk_036_0607ms.png,Flat,6,0.78310174,False,"[0.00033, 0.04308, 0.00482, 0.04314, 0.00128, 0.03459, 0.7831, 0.01908, 0.02922, 0.01192, 0.0068, 0.02264]"
131205_1000_m6fm6_chunk_028,data/lab_cnn_training/held_out_844/patches/131205_1000_m6fm6_chunk_028_1106ms.png,Two steps,7,0.53578144,False,"[0.00117, 0.1601, 0.00525, 0.01962, 0.00016, 0.03827, 0.04093, 0.53578, 0.13598, 0.00595, 0.01257, 0.04422]"
131205_1000_m6fm6_chunk_068,data/lab_cnn_training/held_out_844/patches/131205_1000_m6fm6_chunk_068_0590ms.png,Step down,8,0.3269648,False,"[0.03596, 0.03775, 0.03853, 0.09971, 0.00109, 0.02833, 0.27065, 0.10666, 0.32696, 0.00454, 0.00774, 0.04208]"
131205_1800_m6fm6_chunk_187,data/lab_cnn_training/held_out_844/patches/131205_1800_m6fm6_chunk_187_1806ms.png,Short,3,0.46487015,False,"[0.00077, 0.03017, 0.00546, 0.46487, 0.00076, 0.1158, 0.09944, 0.04781, 0.21329, 0.00284, 0.0036, 0.01519]"
131208_1000_m1fm1_chunk_243,data/lab_cnn_training/held_out_844/patches/131208_1000_m1fm1_chunk_243_1366ms.png,Noise,0,0.35721496,False,"[0.35721, 0.05365, 0.02408, 0.2724, 0.00412, 0.04043, 0.20186, 0.00852, 0.0288, 0.00208, 0.00501, 0.00183]"
131208_1000_m4fm4_chunk_026,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_026_0573ms.png,Two steps,7,0.3981264,False,"[0.00019, 0.29761, 0.00691, 0.03079, 0.00044, 0.0679, 0.0295, 0.39813, 0.06685, 0.03067, 0.05125, 0.01975]"
131208_1000_m4fm4_chunk_036,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_036_1050ms.png,Step down,8,0.2799391,False,"[0.00231, 0.12292, 0.00729, 0.02889, 0.00573, 0.12995, 0.11521, 0.20652, 0.27994, 0.03094, 0.01267, 0.05764]"
131208_1000_m4fm4_chunk_036,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_036_1853ms.png,Step up,1,0.64721507,False,"[4e-05, 0.64722, 0.15083, 0.03124, 0.00045, 0.00174, 0.01368, 0.10057, 0.04094, 0.00131, 0.00418, 0.00779]"
131208_1000_m4fm4_chunk_038,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_038_0193ms.png,Two steps,7,0.35029793,False,"[0.00328, 0.04031, 0.00923, 0.01937, 0.00244, 0.19366, 0.15797, 0.3503, 0.14013, 0.03069, 0.01611, 0.0365]"
131208_1000_m4fm4_chunk_042,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_042_1861ms.png,Two steps,7,0.5258765,False,"[9e-05, 0.36181, 0.05449, 0.00257, 0.00022, 0.00496, 0.00157, 0.52588, 0.03665, 0.00243, 0.00744, 0.00189]"
131208_1000_m4fm4_chunk_043,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_043_0022ms.png,Two steps,7,0.9187073,True,"[0.00027, 0.0197, 0.0034, 0.00328, 4e-05, 0.00164, 0.00171, 0.91871, 0.04597, 0.00055, 0.00032, 0.00441]"
131208_1000_m4fm4_chunk_045,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_045_1776ms.png,Flat,6,0.3665031,False,"[0.05552, 0.15989, 0.12649, 0.13816, 0.01767, 0.02611, 0.3665, 0.0356, 0.05074, 0.00957, 0.00888, 0.00487]"
131208_1000_m4fm4_chunk_046,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_046_0022ms.png,Complex,9,0.6416043,False,"[0.00081, 0.04394, 0.00843, 0.00723, 0.07232, 0.04221, 0.01199, 0.1433, 0.0166, 0.6416, 0.00699, 0.00459]"
131208_1000_m4fm4_chunk_046,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_046_0167ms.png,Two steps,7,0.35569686,False,"[0.00025, 0.28654, 0.00374, 0.01993, 0.00959, 0.03929, 0.21077, 0.3557, 0.02526, 0.0167, 0.00118, 0.03104]"
131208_1000_m4fm4_chunk_050,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_050_0483ms.png,Step up,1,0.42444608,False,"[0.00282, 0.42445, 0.01194, 0.01067, 0.02715, 0.02588, 0.02117, 0.25086, 0.01911, 0.18249, 0.01018, 0.01329]"
131208_1000_m4fm4_chunk_051,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_051_0739ms.png,Step up,1,0.4632952,False,"[0.00041, 0.4633, 0.01212, 0.00334, 0.00102, 0.00447, 0.00508, 0.36222, 0.03998, 0.04425, 0.01537, 0.04845]"
131208_1000_m4fm4_chunk_052,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_052_0564ms.png,Step up,1,0.4639762,False,"[0.01306, 0.46398, 0.02975, 0.01862, 0.00557, 0.00839, 0.06265, 0.30592, 0.02748, 0.02853, 0.00592, 0.03015]"
131208_1000_m4fm4_chunk_053,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_053_1754ms.png,Flat,6,0.2814388,False,"[0.0003, 0.20019, 0.00402, 0.01183, 0.00026, 0.16553, 0.28144, 0.04875, 0.24123, 0.0047, 0.01946, 0.02228]"
131208_1000_m4fm4_chunk_054,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_054_0078ms.png,Step up,1,0.51413965,False,"[5e-05, 0.51414, 0.03442, 0.00052, 0.03576, 0.00037, 0.00232, 0.30003, 0.00562, 0.09605, 0.00125, 0.00947]"
131208_1000_m4fm4_chunk_069,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_069_0479ms.png,Step down,8,0.8628897,True,"[3e-05, 0.00102, 0.00036, 0.0057, 9e-05, 0.03537, 0.03124, 0.01978, 0.86289, 0.00227, 0.00125, 0.03999]"
131208_1000_m4fm4_chunk_070,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_070_1818ms.png,Step down,8,0.7387455,False,"[0.00028, 0.06694, 0.00368, 0.00601, 9e-05, 0.0023, 0.01184, 0.16215, 0.73875, 9e-05, 0.00019, 0.0077]"
131208_1000_m4fm4_chunk_087,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_087_0197ms.png,Step up,1,0.47020397,False,"[0.00016, 0.4702, 0.01022, 0.00356, 0.00016, 0.01357, 0.02847, 0.37678, 0.06535, 0.00235, 0.00981, 0.01937]"
131208_1000_m4fm4_chunk_087,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_087_1144ms.png,Flat,6,0.46128145,False,"[0.00283, 0.10356, 0.01233, 0.02821, 0.00251, 0.0944, 0.46128, 0.17373, 0.07448, 0.00652, 0.00688, 0.03327]"
131208_1000_m4fm4_chunk_089,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_089_1742ms.png,Step down,8,0.30703905,False,"[0.00094, 0.17998, 0.00941, 0.0167, 0.00106, 0.05963, 0.09392, 0.28224, 0.30704, 0.00264, 0.00374, 0.0427]"
131208_1000_m4fm4_chunk_105,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_105_1119ms.png,Step down,8,0.4421403,False,"[0.00026, 0.02878, 0.00276, 0.0181, 0.00016, 0.29458, 0.07212, 0.11302, 0.44214, 0.00249, 0.0107, 0.01488]"
131208_1000_m4fm4_chunk_113,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_113_1870ms.png,Short,3,0.575763,False,"[0.01474, 0.02499, 0.02775, 0.57576, 0.00113, 0.03549, 0.14842, 0.02846, 0.12958, 0.00176, 0.00493, 0.00698]"
131208_1000_m4fm4_chunk_119,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_119_0760ms.png,Flat,6,0.44325697,False,"[0.00753, 0.01169, 0.0133, 0.19516, 0.00792, 0.19763, 0.44326, 0.01615, 0.08686, 0.00569, 0.01025, 0.00456]"
131208_1000_m4fm4_chunk_119,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_119_1848ms.png,Step down,8,0.41535655,False,"[0.0, 0.39063, 0.00092, 0.00046, 5e-05, 0.00477, 0.02249, 0.08266, 0.41536, 0.00075, 0.00043, 0.08148]"
131208_1000_m4fm4_chunk_120,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_120_1895ms.png,Short,3,0.3248789,False,"[0.00835, 0.25803, 0.20798, 0.32488, 0.00095, 0.02666, 0.06838, 0.01089, 0.02294, 0.00786, 0.06123, 0.00184]"
131208_1000_m4fm4_chunk_121,data/lab_cnn_training/held_out_844/patches/131208_1000_m4fm4_chunk_121_0022ms.png,Two steps,7,0.5302229,False,"[0.00235, 0.1818, 0.00265, 0.00574, 0.00112, 0.11172, 0.07628, 0.53022, 0.05438, 0.01001, 0.00705, 0.01669]"
