stem,label,event_idx,start_col,end_col,max_probability,mean_probability,n_total_columns,n_broadband_columns,n_tonal_columns,tonal_fraction,max_consecutive_tonal,mean_flatness,min_flatness,median_flatness,std_flatness
2024-09-30_11-34-42_0000199,auto_accept,7,4800,5050,0.9906582832336426,0.8934216636877793,250,9,225,0.9336099585062241,93,0.26472525273192654,0.012404532864260173,0.23846106946760087,0.14710023568077338
2024-09-30_11-34-42_0000199,auto_accept,8,5150,5310,0.9711719155311584,0.849106557228986,160,0,94,0.5875,26,0.43828289312638774,0.14022744873523663,0.47928132870412105,0.12632830435812833
2024-09-30_13-04-43_0000719,auto_accept,0,2000,2160,0.9974815249443054,0.8972340085927177,160,0,67,0.41875,51,0.4907299436368408,0.2414322570852187,0.5221135812650783,0.09975637178745837
2024-09-30_13-04-43_0000719,auto_accept,1,2270,2550,0.9998382329940796,0.9732801256508663,280,0,207,0.7392857142857143,197,0.25490411670032054,0.036266329624776265,0.15291465682941247,0.2091789947049804
2024-09-30_13-04-43_0000719,auto_accept,2,2610,2900,0.9999716281890869,0.975737730662028,290,0,247,0.8517241379310345,209,0.28200425940764107,0.031519720771055526,0.23042264886717623,0.1562931074129783
2024-09-30_13-04-43_0000719,auto_accept,3,2960,3320,0.9999755620956421,0.9721227787636422,360,0,260,0.7222222222222222,186,0.31276523645750487,0.01063348213108454,0.3142928177380014,0.20219399202356345
2024-09-30_13-04-43_0000719,auto_accept,4,3380,3760,0.9999029636383057,0.9729374486666459,380,0,304,0.8,297,0.20264659051847114,0.010628209275000838,0.0759682370466415,0.21264997743280206
2024-09-30_13-04-43_0000719,auto_accept,5,3810,4220,0.9999794960021973,0.9789049043541863,410,0,309,0.7536585365853659,104,0.2936917790028425,0.01856157736672298,0.2341087458031605,0.1949710013905654
2024-09-30_13-04-43_0000719,auto_accept,6,4260,4460,0.9997616410255432,0.9515992800394694,200,0,120,0.6,62,0.3527729661992786,0.027957130006607576,0.3157312414139109,0.2040058899098162
2024-09-30_13-04-43_0000719,auto_accept,7,4520,4800,0.9998540878295898,0.9490672185503203,280,0,192,0.6857142857142857,160,0.3183525617387172,0.02442825175235335,0.27205522665108656,0.19916397989830498
2024-09-30_13-04-43_0000719,auto_accept,8,4850,5060,0.9997861981391907,0.9612028544599359,210,0,122,0.580952380952381,42,0.42461936482623464,0.1146857922229074,0.43721594773118955,0.14446545648413164
2024-09-30_13-04-43_0000719,auto_accept,9,5110,5450,0.9999994039535522,0.9617845892906189,340,0,247,0.7264705882352941,227,0.28499859654705384,0.018362050250219374,0.23469122171786702,0.20569703815380086
2024-09-30_13-04-43_0000719,auto_accept,10,5510,5930,0.9999773502349854,0.981445359629254,420,0,335,0.7976190476190477,138,0.2708710895240926,0.013634877157632685,0.2484936527048719,0.19388299555165137
2024-09-30_13-04-43_0000719,auto_accept,11,5990,6400,0.9999897480010986,0.9819832202934083,410,0,305,0.7439024390243902,154,0.29936048688457273,0.009591680291698412,0.2553662434953925,0.19709162077527095
2024-09-30_13-04-43_0000719,auto_accept,12,6540,6770,0.9997343420982361,0.9376293321450552,230,0,153,0.6652173913043479,145,0.3504498665541766,0.04198143056571983,0.34744392813368186,0.18853574499506096
2024-09-30_13-04-43_0000719,auto_accept,13,6900,7050,0.9989602565765381,0.9346890784800053,150,0,62,0.41333333333333333,48,0.4591960309266228,0.11984216944972621,0.524640376842691,0.1515944318778638
2024-09-30_13-04-43_0000719,auto_accept,14,7210,7370,0.9987493753433228,0.9398452569456661,160,0,82,0.5125,30,0.4584752823502322,0.14544232584607253,0.49022653722818355,0.13136648439204826
2024-09-30_13-04-43_0000719,auto_accept,15,7490,7610,0.9794654250144958,0.9006774838154132,120,0,42,0.35,16,0.5178578367171516,0.27094785740507976,0.5252773894327389,0.07517088202330023
2024-09-30_13-04-43_0000719,auto_accept,16,7840,7990,0.9909789562225342,0.9099529422819614,150,0,37,0.24666666666666667,5,0.5335568679813959,0.35353244942227174,0.5385965313335863,0.060995672934720926
2024-09-30_13-04-43_0000719,auto_accept,17,8150,8290,0.9713600277900696,0.8683158953984579,140,0,38,0.2714285714285714,19,0.5287112922340388,0.2245555695735302,0.5433148122576156,0.0705140927170105
2024-09-30_13-04-43_0000719,auto_accept,18,9840,9910,0.9922588467597961,0.9506211653351784,70,0,7,0.1,3,0.5544767862205382,0.46305412462488765,0.5539257651736148,0.04214773025192985
2024-09-30_21-51-03_0003266,auto_accept,0,2340,2500,0.9989509582519531,0.9542082513079924,160,0,84,0.525,76,0.40256422613865245,0.06225453224811539,0.47869586090378435,0.1788106916833514
2024-09-30_21-51-03_0003266,auto_accept,1,2660,2800,0.9903578162193298,0.9045873522758484,140,0,55,0.39285714285714285,25,0.486464934058494,0.15985884368298017,0.5281374105324296,0.12211927755710775
2024-09-30_21-51-03_0003266,auto_accept,2,2960,3370,0.9994794726371765,0.9582004532927558,410,0,223,0.5439024390243903,51,0.43091991970370114,0.0452583913674462,0.48055648376115767,0.15631284621516803
2024-09-30_17-21-21_0001772,auto_accept,0,2290,2580,0.999974250793457,0.9571573634942373,290,0,207,0.7137931034482758,106,0.3086144236337414,0.026571308296255595,0.27797505803774514,0.19384174196064552
2024-09-30_17-38-32_0001898,auto_accept,0,2250,2460,0.9993707537651062,0.9517179009589282,210,0,123,0.5857142857142857,74,0.4254722006539283,0.10611223603305302,0.4613180696931735,0.13978681144566668
2024-09-30_17-38-32_0001898,auto_accept,1,2550,2750,0.9997077584266663,0.9404842115583874,200,0,102,0.51,38,0.46536583806488935,0.08813645603522396,0.4981600596957238,0.12415380840434587
2024-09-30_20-33-07_0002863,auto_accept,0,2190,2470,0.9996395111083984,0.9611381251236488,280,0,166,0.5928571428571429,58,0.44192169160997324,0.13263211945784734,0.45559519037664276,0.11881030691329932
2024-09-30_20-33-07_0002863,auto_accept,1,2530,2980,0.9998840093612671,0.9775890371073848,450,0,362,0.8044444444444444,178,0.25526840863308237,0.013905124271990693,0.18840201986548444,0.19159668778836442
2024-09-30_20-33-07_0002863,auto_accept,2,3060,3170,0.9113608002662659,0.7801175862550735,110,1,29,0.26605504587155965,17,0.5146488760967438,0.24808217352690295,0.538306941176592,0.0907333741018188
2024-09-30_17-03-06_0001621,auto_accept,0,2320,2470,0.9994155168533325,0.9373964555561543,150,0,43,0.2866666666666667,9,0.5269571666746314,0.2850613289385483,0.5460641237567814,0.07514102614685074
2024-09-30_18-55-56_0002393,auto_accept,0,2320,2510,0.9997733235359192,0.9513444185256958,190,0,128,0.6736842105263158,104,0.3149089536594127,0.0071895736100057095,0.371872064953655,0.22476771617490646
2024-09-30_18-55-56_0002393,auto_accept,1,2560,2820,0.9997338652610779,0.9513100429817483,260,3,203,0.7898832684824902,104,0.28938055390728606,0.011638010556592882,0.2736049475023796,0.1970680342110371
2024-09-30_18-55-56_0002393,auto_accept,2,2860,3140,0.9999858140945435,0.9755599848155317,280,0,200,0.7142857142857143,191,0.25110718902582446,0.0060890170954425015,0.16208793846050693,0.22638002215784453
2024-09-30_18-55-56_0002393,auto_accept,3,3170,3620,0.9999996423721313,0.9742101093997126,450,0,359,0.7977777777777778,355,0.1834431021035732,0.003667073645645545,0.07486866883332244,0.21166402207902732
2024-09-30_18-55-56_0002393,auto_accept,4,3660,3870,0.9999678134918213,0.9555047913031145,210,0,154,0.7333333333333333,77,0.29236995319491416,0.00629025644003223,0.2800358397953163,0.21145587541622066
2024-09-30_18-55-56_0002393,auto_accept,5,3920,4110,0.999957799911499,0.9634136706590652,190,0,122,0.6421052631578947,107,0.34206425170829197,0.026343450159145337,0.3458014564117162,0.19751098330783298
2024-09-30_18-55-56_0002393,auto_accept,6,4160,4430,0.9992334842681885,0.9449382999113628,270,0,168,0.6222222222222222,43,0.44070785437860466,0.13022295478578788,0.44751051315033724,0.12257390929413203
2024-09-30_18-55-56_0002393,auto_accept,7,4490,4950,0.9993985891342163,0.9271134632699033,460,3,417,0.912472647702407,160,0.17341839347944601,0.00648760544970834,0.07408465198055524,0.18048008269287244
2024-09-30_18-55-56_0002393,auto_accept,8,5040,5370,0.9995822310447693,0.9551422438200783,330,1,243,0.7386018237082067,185,0.31319596932028715,0.017297563048638533,0.321673234623957,0.1987104558257216
2024-09-30_18-55-56_0002393,auto_accept,9,5410,5650,0.9996629953384399,0.9567417693138123,240,0,152,0.6333333333333333,135,0.30345138475647,0.00237046104557374,0.32278720650601456,0.23960081484175036
2024-09-30_18-55-56_0002393,auto_accept,10,5700,5960,0.9999605417251587,0.9710958931181166,260,0,178,0.6846153846153846,171,0.2640193818952217,0.0062974322712035374,0.15602117610043742,0.2314733697124678
2024-09-30_18-55-56_0002393,auto_accept,11,6000,6240,0.9997065663337708,0.9416996836662292,240,0,149,0.6208333333333333,76,0.33598903127496127,0.017864781356089064,0.2934932346842757,0.21341295182293593
2024-09-30_18-55-56_0002393,auto_accept,12,6270,6700,0.9999765157699585,0.9546658261255785,430,0,337,0.7837209302325582,229,0.27583541573891723,0.011209195628791803,0.232573515112445,0.1921638679626188
2024-09-30_18-55-56_0002393,auto_accept,13,6800,7050,0.9998935461044312,0.9720016557436723,250,0,168,0.672,125,0.3061870843259383,0.025901837267149664,0.23755355301943737,0.21128154318470221
2024-09-30_18-55-56_0002393,auto_accept,14,7130,7290,0.9993876218795776,0.9159161728971145,160,0,97,0.60625,53,0.3925154801708528,0.08075682788173004,0.4498155976698837,0.1644269534642001
2024-10-01_18-54-01_0006241,auto_accept,0,0,140,0.9938362240791321,0.9503335158030192,140,0,72,0.5142857142857142,28,0.4614537147380384,0.2160034397813879,0.49371303732237437,0.1185823385582943
2024-10-01_18-54-01_0006241,auto_accept,1,390,590,0.9949609041213989,0.9610371249062675,200,0,74,0.37,32,0.4819673251771394,0.16479767081398078,0.5379700575379113,0.1301583703194218
2024-10-01_18-54-01_0006241,auto_accept,2,4810,4890,0.8526344895362854,0.7627856830755869,80,0,13,0.1625,3,0.5537443230087165,0.4573720179401076,0.5555838468085598,0.0449809775459664
2024-09-30_17-21-16_0001770,auto_accept,0,2320,2620,0.9996490478515625,0.9628318298247552,300,0,207,0.69,170,0.306932672747675,0.03596965989722185,0.242632159578222,0.2094400662498041
2024-09-30_17-21-16_0001770,auto_accept,1,2690,2920,0.999649167060852,0.9781126206119856,230,0,163,0.7086956521739131,156,0.2990334227739075,0.037617017769504366,0.24055291082016128,0.2034201677526276
2024-09-30_17-21-16_0001770,auto_accept,2,2990,3220,0.9996496438980103,0.9781142224868139,230,0,163,0.7086956521739131,156,0.2990405786924718,0.037617017769504366,0.24055291082016128,0.2034149566951382
2024-09-30_17-21-16_0001770,auto_accept,3,3290,3380,0.9445673227310181,0.9139946758747101,90,0,23,0.25555555555555554,16,0.5212417575535817,0.18768005240997027,0.5490448284030769,0.10646299903789491
2024-09-30_17-21-16_0001770,auto_accept,4,3430,3520,0.913827657699585,0.8681545495986939,90,0,11,0.12222222222222222,4,0.5487601795895398,0.36973150807810873,0.5445302161342737,0.04946059278399698
2024-09-30_18-24-17_0002229,auto_accept,0,4500,4980,0.999914288520813,0.9664309985783636,480,38,428,0.9683257918552036,322,0.1060033507106608,0.003915708807674687,0.024572784410184234,0.15573374423709616
2024-09-30_18-24-17_0002229,auto_accept,1,5040,5200,0.998306155204773,0.9108044715488658,160,0,90,0.5625,71,0.3975821709846833,0.0895748382180697,0.4737399493427677,0.18108585735213026
2024-09-30_18-24-17_0002229,auto_accept,2,5290,5410,0.9585402011871338,0.893696482364948,120,1,41,0.3445378151260504,31,0.4620805896887169,0.10429491035804571,0.5467667880363839,0.16613993955931072
2024-09-30_18-24-17_0002229,auto_accept,3,6650,6950,0.9999771118164062,0.9269495567967815,300,11,212,0.7335640138408305,197,0.21536964215630272,0.005882016311284116,0.09176217754129071,0.22899565785530523
2024-09-30_18-24-17_0002229,auto_accept,4,7010,7320,0.9998670816421509,0.9182139150798321,310,7,260,0.858085808580858,189,0.18895772377217798,0.0011817503587429241,0.057578794245151874,0.21366003933599173
2024-09-30_18-24-17_0002229,auto_accept,5,7390,7550,0.9995279312133789,0.947325745049645,160,0,89,0.55625,60,0.37569242165601463,0.030546801815746413,0.45413849709815374,0.20381621603486189
2024-09-30_11-36-17_0000209,auto_accept,0,2220,2850,0.9998617172241211,0.9429447138682008,630,0,474,0.7523809523809524,221,0.2701508235239889,0.008007988618389857,0.22347355122687196,0.21471488855371298
2024-09-30_11-36-17_0000209,auto_accept,1,2880,3350,0.9999802112579346,0.9185596530636152,470,1,364,0.7761194029850746,253,0.2547951860805848,0.006718486441324796,0.16715010049338147,0.21074670353026304
2024-09-30_11-36-17_0000209,auto_accept,2,3390,3780,0.9998704195022583,0.9508844554424286,390,0,324,0.8307692307692308,269,0.22679090660544365,0.013618404955862253,0.14827314803597583,0.19542212154749355
2024-09-30_11-36-17_0000209,auto_accept,3,3960,4120,0.886774480342865,0.7857373426942265,160,0,73,0.45625,37,0.47926990337254544,0.18766178348366327,0.5071316072809955,0.1075704392003234
2024-09-30_11-36-17_0000209,auto_accept,4,4220,4860,0.9992868304252625,0.8928243022698622,640,0,337,0.5265625,87,0.41853888550630813,0.009239278249844126,0.4853402557653422,0.18476422391037192
2024-09-30_11-36-17_0000209,auto_accept,5,4910,5540,0.9998568296432495,0.9437096463516355,630,66,463,0.8209219858156028,137,0.24066201604984033,0.007513816847950703,0.1892410868057422,0.1984233270847924
2024-09-30_11-36-17_0000209,auto_accept,6,5620,6000,0.9980043768882751,0.9180578558872907,380,98,248,0.8794326241134752,108,0.22485938457035826,0.005100829406539008,0.19408873560082412,0.18747790929156857
2024-09-30_11-36-17_0000209,auto_accept,7,6110,6410,0.9920640587806702,0.8775152554435115,300,37,261,0.9923954372623575,111,0.17873082714253707,0.007289703351405507,0.12250469074938143,0.1548335604739256
2024-09-30_11-36-17_0000209,auto_accept,8,6520,6630,0.8947665095329285,0.7958098500967026,110,12,94,0.9591836734693877,20,0.36109358400170044,0.07201480491231511,0.3899568519916776,0.1186257836864603
2024-09-30_11-36-17_0000209,auto_accept,9,6740,6900,0.9977884292602539,0.89437296110041,160,1,83,0.5220125786163522,23,0.4501006835058339,0.1126399674860435,0.49301766086943516,0.12693277481895787
2024-09-30_21-29-07_0003163,auto_accept,0,2260,2400,0.9982313513755798,0.9302761594454447,140,0,59,0.42142857142857143,18,0.4943890863789751,0.16221323958393996,0.5202360251763396,0.10377324234505433
2024-09-30_21-29-07_0003163,auto_accept,1,2530,2690,0.9985672235488892,0.951757715028875,160,0,79,0.49375,26,0.45917475996371737,0.12421191798887049,0.5026908127819079,0.1283055673541771
2024-09-30_21-29-07_0003163,auto_accept,2,2830,2990,0.9985669255256653,0.9518536855192745,160,0,79,0.49375,26,0.4591545983610856,0.12421191798887049,0.5026538680448616,0.12831690035490756
2024-09-30_21-29-07_0003163,auto_accept,3,3130,3230,0.9690929651260376,0.9212837273424322,100,0,34,0.34,12,0.48733016056471534,0.1588475630161821,0.5289283943477772,0.1255047965390603
2024-09-30_17-55-15_0002020,auto_accept,0,2250,3190,0.999991774559021,0.9866676782306872,940,0,804,0.8553191489361702,139,0.2992500879995489,0.019941297157022628,0.2805602080008768,0.16545387160773392
2024-09-30_17-55-15_0002020,auto_accept,1,3460,3590,0.986815869808197,0.8851983589785439,130,0,43,0.33076923076923076,8,0.5185104388640939,0.3013560171587337,0.5309757637700123,0.07640534499669999
2024-09-30_17-55-15_0002020,auto_accept,2,3730,3940,0.9976359605789185,0.9671242833137512,210,0,129,0.6142857142857143,82,0.3662870344386908,0.048558109054427936,0.4063053607615138,0.19347966746130033
2024-09-30_18-27-05_0002249,auto_accept,0,4360,4610,0.999123752117157,0.9612831358726208,250,0,147,0.588,61,0.41401374231479365,0.07544657410897801,0.469513915379674,0.15530139393881048
2024-09-30_18-27-05_0002249,auto_accept,1,4670,4770,0.9722377061843872,0.9342482631856744,100,0,20,0.2,15,0.519051731740369,0.19255765100792413,0.545305208422334,0.1064852094241545
2024-09-30_18-27-05_0002249,auto_accept,2,5050,5420,0.9997456669807434,0.9575685231309188,370,0,266,0.7189189189189189,83,0.40672877344010694,0.16246110324276733,0.4077957342539431,0.1273163080851562
2024-09-30_18-27-05_0002249,auto_accept,3,5520,5970,0.9998542070388794,0.9729821332122969,450,0,325,0.7222222222222222,132,0.3306446301610462,0.015734472827887497,0.3259134674044811,0.1848858644253349
2024-09-30_18-27-05_0002249,auto_accept,4,6070,6440,0.9999181032180786,0.9797044835592571,370,0,283,0.7648648648648648,131,0.3265621357563931,0.055887759542184424,0.2868484753901239,0.16466613348125003
2024-09-30_18-27-05_0002249,auto_accept,5,6530,7130,0.9998985528945923,0.9650176626737,600,0,365,0.6083333333333333,112,0.4043283197259276,0.05077036224562829,0.45972517628899995,0.1672912778920649
2024-09-30_18-27-05_0002249,auto_accept,6,7280,7840,0.999884843826294,0.9554497249293745,560,12,468,0.8540145985401459,116,0.34332259663185444,0.02175392981524282,0.37372223439117225,0.1495421611004232
2024-09-30_18-27-05_0002249,auto_accept,7,8010,8530,0.99992835521698,0.974871778263236,520,0,435,0.8365384615384616,103,0.2761115765170313,0.018036471922879327,0.22789733647766516,0.1727384323529617
2024-09-30_18-27-05_0002249,auto_accept,8,8630,8830,0.9994632601737976,0.9452782017844064,200,0,122,0.61,73,0.37389847331752407,0.02552831834735509,0.4192042286943916,0.1922108698865496
2024-09-30_18-27-05_0002249,auto_accept,9,8950,9080,0.9966950416564941,0.930182444197791,130,0,60,0.46153846153846156,49,0.4154625595306296,0.05608598568797797,0.5049272106334582,0.18904849282598923
2024-09-30_18-27-05_0002249,auto_accept,10,9260,9390,0.9763293266296387,0.8794882850987571,130,0,37,0.2846153846153846,12,0.5194354174106554,0.11549420091779496,0.5577021905320055,0.11110171309983263
2024-10-01_17-16-29_0005631,auto_accept,0,2350,2510,0.985441267490387,0.8516209826749914,160,7,110,0.7189542483660131,37,0.42910109031664545,0.09299052352590238,0.44279378057241814,0.11041245160790661
2024-09-30_23-36-39_0003777,auto_accept,0,1150,1360,0.9992687106132507,0.9524232718077573,210,0,91,0.43333333333333335,23,0.4959744150467531,0.2154497554332057,0.5171880233090879,0.09072626354480892
2024-09-30_23-36-39_0003777,auto_accept,1,2230,2460,0.9986411929130554,0.9203810890515646,230,0,104,0.45217391304347826,22,0.4756110136946271,0.11639215239034952,0.5127383861880703,0.11883389103988676
2024-09-30_17-32-17_0001844,auto_accept,0,4100,4220,0.9695706367492676,0.8935916056999793,120,0,43,0.35833333333333334,8,0.5191092333398794,0.2829416839793947,0.5279244347626577,0.0796352728467312
2024-09-30_17-32-17_0001844,auto_accept,1,4340,4460,0.9672228693962097,0.903732419013977,120,0,44,0.36666666666666664,19,0.5071317232980247,0.23098467764283742,0.521500234366491,0.08465181073427355
2024-09-30_17-32-17_0001844,auto_accept,2,4570,4830,0.9982962012290955,0.9437264181949474,260,0,167,0.6423076923076924,109,0.34694958866807674,0.027252003907020893,0.3584255724992993,0.20009596470566138
2024-09-30_17-32-17_0001844,auto_accept,3,4920,5050,0.9901090860366821,0.9116528374808175,130,0,54,0.4153846153846154,33,0.510686575269786,0.27029237422032787,0.5316024811461706,0.0871329562383907
2024-09-30_17-32-17_0001844,auto_accept,4,5170,5290,0.980511486530304,0.9112569368802584,120,0,39,0.325,21,0.504720663666706,0.2030313385611341,0.5344551691510286,0.11122228247458336
2024-09-30_17-32-17_0001844,auto_accept,5,5700,5780,0.8787958025932312,0.8615125152799818,80,0,5,0.0625,1,0.5676573089747452,0.46035473451068354,0.5637622269753626,0.04269163481143084
2024-09-30_17-32-17_0001844,auto_accept,6,6100,6450,0.999889612197876,0.9733513991038004,350,0,277,0.7914285714285715,225,0.2735647003090202,0.016731440573265925,0.23235268616898186,0.19063416846912706
2024-09-30_17-32-17_0001844,auto_accept,7,6540,6690,0.9987443685531616,0.9429072700440884,150,0,63,0.42,22,0.4850506384094572,0.16153740333050942,0.5245424437411736,0.11744020795818767
2024-09-30_17-32-17_0001844,auto_accept,8,6820,6920,0.9392707943916321,0.8877933025360107,100,0,22,0.22,10,0.5318062833032049,0.2507819638175958,0.5479458235034786,0.08027892971175286
2024-09-30_17-32-17_0001844,auto_accept,9,7050,7190,0.9974096417427063,0.9416939973831177,140,0,64,0.45714285714285713,57,0.43072687182792657,0.07533943828383591,0.523495457595416,0.1652193271455139
2024-09-30_21-05-00_0003018,auto_accept,0,2360,2770,0.9999405145645142,0.9393712750502995,410,11,293,0.7343358395989975,127,0.29201497879373955,0.019494901729511585,0.25565032417205136,0.20327700750959884
2024-09-30_21-05-00_0003018,auto_accept,1,2870,3000,0.995060384273529,0.9007781786578042,130,4,82,0.6507936507936508,51,0.34088345299523637,0.01717121007310898,0.40215847745637534,0.20557532658176086
2024-10-01_19-36-17_0006529,auto_accept,0,1940,2080,0.956939697265625,0.8572291811307271,140,0,31,0.22142857142857142,16,0.5244053196887305,0.24412762333675472,0.545510045439083,0.08124819478504376
2024-10-01_19-36-17_0006529,auto_accept,1,2280,2420,0.9965415596961975,0.9353600780169169,140,0,60,0.42857142857142855,28,0.4530630318201197,0.0759010650429081,0.5111830711758194,0.14960464145907285
2024-10-01_19-36-17_0006529,auto_accept,2,2610,2760,0.9967593550682068,0.9413257502019405,150,0,59,0.3933333333333333,12,0.4826253462631234,0.10814265024277166,0.5318948994648086,0.13231475462385828
2024-10-01_19-36-17_0006529,auto_accept,3,3260,3360,0.9789468050003052,0.9361193451014432,100,0,27,0.27,11,0.5180243340130404,0.17354880548469553,0.5426914477527693,0.10593857707864754
2024-09-30_17-02-20_0001612,auto_accept,0,2330,3210,0.9999908208847046,0.9794866710566403,880,0,727,0.8261363636363637,199,0.3413437009335592,0.06443859509356435,0.348843634041879,0.15042885557066388
2024-09-30_17-02-20_0001612,auto_accept,1,3370,3450,0.8821792602539062,0.8545151154200236,80,0,10,0.125,3,0.5472999265761229,0.4022026315900938,0.5480572790399545,0.04568852551976621
2024-09-30_22-11-32_0003356,auto_accept,0,2280,2450,0.9995797276496887,0.9411213795344034,170,0,77,0.45294117647058824,64,0.43010080322624716,0.048154210474980086,0.5217452965770187,0.1807243821852011
2024-09-30_22-11-32_0003356,auto_accept,1,2540,2780,0.9999988079071045,0.9756551861763001,240,0,172,0.7166666666666667,83,0.3284322114427345,0.02018853721850275,0.3091174699274898,0.18668353594698853
2024-09-30_22-11-32_0003356,auto_accept,2,2840,3180,1.0,0.9805050441196986,340,0,272,0.8,258,0.28133823113553763,0.030723474874096286,0.23532150514680095,0.17755301147555022
2024-09-30_22-11-32_0003356,auto_accept,3,3230,3430,0.9998432397842407,0.955745055561974,200,0,111,0.555,62,0.38107559316890094,0.02698926171506327,0.4618763796276279,0.19644129308379638
2024-09-30_22-11-32_0003356,auto_accept,4,3500,3700,0.9992780089378357,0.9481869311559767,200,0,126,0.63,79,0.3401558977027726,0.030008241820005395,0.3386832889443908,0.202244707362335
2024-09-30_22-11-32_0003356,auto_accept,5,3760,3920,0.9994114637374878,0.947296636946061,160,0,76,0.475,64,0.43017200631256725,0.08254033737911329,0.5095256263726073,0.17202228763790106
2024-09-30_22-11-32_0003356,auto_accept,6,3990,4250,0.999940037727356,0.9520093312969914,260,0,172,0.6615384615384615,147,0.31983728203394024,0.020578958645944005,0.26057297758057296,0.20067369167775773
2024-09-30_22-11-32_0003356,auto_accept,7,4270,4630,0.9999054670333862,0.9408727819855148,360,0,248,0.6888888888888889,156,0.31623634825210706,0.019266156904928017,0.31637858320502743,0.20877515088449353
2024-09-30_22-11-32_0003356,auto_accept,8,4720,4820,0.9378945827484131,0.8484759872609918,100,0,25,0.25,9,0.5325782624485749,0.36223154181629535,0.5408299728227339,0.06483482550755879
2024-09-30_19-34-20_0002611,auto_accept,0,2310,2520,0.9994057416915894,0.9629010937430642,210,0,121,0.5761904761904761,70,0.41887434739933105,0.08759734773827856,0.4511912812161928,0.15131183681465696
2024-09-30_19-34-20_0002611,auto_accept,1,2610,2800,0.9987848401069641,0.9560566186904907,190,0,115,0.6052631578947368,80,0.3972733179202147,0.09241570576750553,0.4253282337022113,0.1650082915101655
2024-09-30_19-34-20_0002611,auto_accept,2,2870,3260,0.9999407529830933,0.9807392105460166,390,0,247,0.6333333333333333,146,0.37039863081925534,0.04152326702677547,0.423346146750083,0.18211240278424184
2024-09-30_19-34-20_0002611,auto_accept,3,3410,3560,0.9967345595359802,0.913673784583807,150,0,53,0.35333333333333333,17,0.5138105133886377,0.22001508668530725,0.5315725985233206,0.07990147517432479
2024-09-30_17-42-21_0001926,auto_accept,0,2250,2530,0.9995189905166626,0.9439732658452001,280,0,133,0.475,37,0.44976924075161795,0.0902232167929787,0.5079083659707596,0.15383939734666302
2024-09-30_17-42-21_0001926,auto_accept,1,2560,2830,0.9989271759986877,0.9485130267483848,270,3,224,0.8389513108614233,103,0.2715345812856305,0.01029224493248904,0.28509685122683137,0.19329256264872646
2024-09-30_17-42-21_0001926,auto_accept,2,2860,3130,0.9989288449287415,0.9485112109354564,270,3,224,0.8389513108614233,103,0.271539164120326,0.01029224493248904,0.2850668008909395,0.19329096037233348
2024-09-30_17-42-21_0001926,auto_accept,3,3160,3430,0.998928964138031,0.9486166600670133,270,3,224,0.8389513108614233,103,0.27152956959693353,0.010283797461477848,0.2850668008909395,0.19328783662283885
2024-09-30_17-42-21_0001926,auto_accept,4,3460,3730,0.9989280104637146,0.9485906277384076,270,3,224,0.8389513108614233,103,0.27152115300977253,0.010283797461477848,0.2851609186566328,0.19328210693572925
2024-09-30_17-42-21_0001926,auto_accept,5,3760,4030,0.9989275336265564,0.9485464010919843,270,3,224,0.8389513108614233,103,0.2715243526143899,0.010283797461477848,0.2851609186566328,0.1932810945601079
2024-09-30_17-42-21_0001926,auto_accept,6,4060,4330,0.998928964138031,0.948522761464119,270,3,224,0.8389513108614233,103,0.27154007614654946,0.010292244932489057,0.2850668008909396,0.1932946302475587
2024-09-30_17-42-21_0001926,auto_accept,7,4360,4470,0.8871554136276245,0.8117747654517492,110,0,96,0.8727272727272727,40,0.352420648473465,0.12875381621343251,0.35633404591311835,0.12205121941620399
2024-09-30_17-29-29_0001810,auto_accept,0,2320,2830,0.9999421834945679,0.9748264958079045,510,0,423,0.8294117647058824,156,0.25871426300684985,0.02941040693982328,0.21202997519537903,0.17917041633073658
2024-09-30_17-29-29_0001810,auto_accept,1,2900,3050,0.9965348243713379,0.9046654552221298,150,0,64,0.4266666666666667,16,0.49321811124156284,0.11034751839133636,0.5161021136517194,0.1095511302677801
2024-09-30_18-04-47_0002106,auto_accept,0,2290,3190,0.999955415725708,0.9887807847379328,900,0,852,0.9466666666666667,789,0.09281433649822235,0.004637668205158502,0.02741032765833762,0.1486770238385092
2024-09-30_18-04-47_0002106,auto_accept,1,3240,3410,0.9694666862487793,0.8963640895154741,170,9,94,0.5838509316770186,43,0.33913356668588346,0.03638079240116854,0.3735549988406595,0.2224394577358596
2024-09-30_18-04-47_0002106,auto_accept,2,3580,3690,0.9749661684036255,0.9077297300100327,110,0,64,0.5818181818181818,25,0.4496167757594123,0.10142916174902329,0.4740294790451054,0.12651358400690588
2024-10-01_18-53-22_0006231,auto_accept,0,1420,1530,0.9694814682006836,0.9012203315893809,110,0,30,0.2727272727272727,8,0.5408999701617466,0.3952833994236821,0.5535161909690294,0.060406526413184614
2024-10-01_18-53-22_0006231,auto_accept,1,2200,2400,0.998246431350708,0.9409825092270261,200,0,101,0.505,18,0.46826369840631754,0.16298160718724633,0.49719132605449035,0.11310295958448312
2024-09-30_11-27-00_0000124,auto_accept,0,5510,5860,0.9567397236824036,0.6306596174836159,350,1,153,0.4383954154727794,31,0.48985313220085336,0.16864794880114686,0.5136179496110657,0.0961629388110414
