source_file,row,make,model,engine,filter_type,csv_oem,status,corrected_oem,error_type,verification_source,notes
filter_specs.csv,66,Skoda,Kodiaq,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,66,Skoda,Kodiaq,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,67,Skoda,Kodiaq,CZPA,oil_filter,06L 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,67,Skoda,Kodiaq,CZPA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,67,Skoda,Kodiaq,CZPA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,68,Skoda,Kodiaq,DFGA,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,68,Skoda,Kodiaq,DFGA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,68,Skoda,Kodiaq,DFGA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,69,Skoda,Scala,DKLA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,69,Skoda,Scala,DKLA,air_filter,04C 129 620 C,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,69,Skoda,Scala,DKLA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,70,Skoda,Kamiq,DKLA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,70,Skoda,Kamiq,DKLA,air_filter,04C 129 620 C,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,70,Skoda,Kamiq,DKLA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,71,Skoda,Superb,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,71,Skoda,Superb,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,71,Skoda,Superb,CZDA,cabin_filter,3Q0 819 653,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,72,Skoda,Superb,DFGA,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,72,Skoda,Superb,DFGA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,72,Skoda,Superb,DFGA,cabin_filter,3Q0 819 653,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,73,Volkswagen,Golf,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,73,Volkswagen,Golf,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,73,Volkswagen,Golf,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,74,Volkswagen,Golf,CRLB,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,74,Volkswagen,Golf,CRLB,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,74,Volkswagen,Golf,CRLB,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,75,Volkswagen,Polo,CWVA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,75,Volkswagen,Polo,CWVA,air_filter,6C0 129 620,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,75,Volkswagen,Polo,CWVA,cabin_filter,6R0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,76,Volkswagen,Polo,DKRF,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,76,Volkswagen,Polo,DKRF,air_filter,04C 129 620 C,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,76,Volkswagen,Polo,DKRF,cabin_filter,2Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,77,Volkswagen,Tiguan,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,77,Volkswagen,Tiguan,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,77,Volkswagen,Tiguan,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,78,Volkswagen,Tiguan,CZPA,oil_filter,06L 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,78,Volkswagen,Tiguan,CZPA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,78,Volkswagen,Tiguan,CZPA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,79,Volkswagen,Tiguan,DFGA,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,79,Volkswagen,Tiguan,DFGA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,79,Volkswagen,Tiguan,DFGA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,80,Volkswagen,T-Roc,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,80,Volkswagen,T-Roc,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,80,Volkswagen,T-Roc,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,81,Volkswagen,T-Cross,DKRF,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,81,Volkswagen,T-Cross,DKRF,air_filter,04C 129 620 C,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,81,Volkswagen,T-Cross,DKRF,cabin_filter,2Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,82,Volkswagen,Passat,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,82,Volkswagen,Passat,CZDA,air_filter,3Q0 129 620 B,WRONG_CORRECTED,3Q0 129 620,extra_suffix_B,"myparto.com, volkswagenpartsuk.co.uk","VW Passat air filter. Base number correct, extra B suffix."
filter_specs.csv,82,Volkswagen,Passat,CZDA,cabin_filter,3Q0 819 653,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,83,Volkswagen,Passat,DFGA,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,83,Volkswagen,Passat,DFGA,air_filter,3Q0 129 620 B,WRONG_CORRECTED,3Q0 129 620,extra_suffix_B,"myparto.com, volkswagenpartsuk.co.uk","VW Passat air filter. Base number correct, extra B suffix."
filter_specs.csv,83,Volkswagen,Passat,DFGA,cabin_filter,3Q0 819 653,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,84,Volkswagen,Touran,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,84,Volkswagen,Touran,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,84,Volkswagen,Touran,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,85,Suzuki,Swift,K12B,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,85,Suzuki,Swift,K12B,air_filter,13780-73J00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,85,Suzuki,Swift,K12B,cabin_filter,95861-62R00,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,86,Suzuki,Swift,K12C,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,86,Suzuki,Swift,K12C,air_filter,13780-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,86,Suzuki,Swift,K12C,cabin_filter,95860-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,87,Suzuki,Swift,K14C,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,87,Suzuki,Swift,K14C,air_filter,13780-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,87,Suzuki,Swift,K14C,cabin_filter,95860-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,88,Suzuki,Vitara,M16A,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,88,Suzuki,Vitara,M16A,air_filter,13780-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,88,Suzuki,Vitara,M16A,cabin_filter,95860-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,89,Suzuki,Vitara,K14C,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,89,Suzuki,Vitara,K14C,air_filter,13780-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,89,Suzuki,Vitara,K14C,cabin_filter,95860-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,90,Suzuki,SX4 S-Cross,M16A,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,90,Suzuki,SX4 S-Cross,M16A,air_filter,13780-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,90,Suzuki,SX4 S-Cross,M16A,cabin_filter,95860-61M00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,91,Suzuki,Baleno,K12C,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,91,Suzuki,Baleno,K12C,air_filter,13780-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,91,Suzuki,Baleno,K12C,cabin_filter,95860-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,92,Suzuki,Jimny,K15B,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,92,Suzuki,Jimny,K15B,air_filter,13780-74P10,LIKELY_FABRICATED,,Not found in any source,,Not found. Jimny uses 13780-79210.
filter_specs.csv,92,Suzuki,Jimny,K15B,cabin_filter,95860-77R00,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,93,Suzuki,Ignis,K12C,oil_filter,16510-61A31,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,93,Suzuki,Ignis,K12C,air_filter,13780-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,93,Suzuki,Ignis,K12C,cabin_filter,95860-74P00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,94,Nissan,Qashqai,MR20DD,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,94,Nissan,Qashqai,MR20DD,air_filter,16546-4BA1B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,94,Nissan,Qashqai,MR20DD,cabin_filter,27277-4BU0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,95,Nissan,Qashqai,KR15DDT,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,95,Nissan,Qashqai,KR15DDT,air_filter,16546-6FR0A,LIKELY_FABRICATED,,not_found,,Nissan Qashqai J12. Not found. 16546-6RA0A exists but different part.
filter_specs.csv,95,Nissan,Qashqai,KR15DDT,cabin_filter,27277-6MA0A,UNVERIFIABLE_COVERAGE_GAP,,,,Nissan Qashqai J12 cabin filter. 27277 prefix correct for Nissan cabin. Unconfirmed.
filter_specs.csv,96,Nissan,Juke,HR16DE,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,96,Nissan,Juke,HR16DE,air_filter,16546-JD20A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,96,Nissan,Juke,HR16DE,cabin_filter,27277-1KA4A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,97,Nissan,Juke,HR13DDT,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,97,Nissan,Juke,HR13DDT,air_filter,16546-6FR0A,LIKELY_FABRICATED,,not_found,,Nissan Qashqai J12. Not found. 16546-6RA0A exists but different part.
filter_specs.csv,97,Nissan,Juke,HR13DDT,cabin_filter,27277-6MA0A,UNVERIFIABLE_COVERAGE_GAP,,,,Nissan Qashqai J12 cabin filter. 27277 prefix correct for Nissan cabin. Unconfirmed.
filter_specs.csv,98,Nissan,X-Trail,MR20DD,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,98,Nissan,X-Trail,MR20DD,air_filter,16546-4BA1B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,98,Nissan,X-Trail,MR20DD,cabin_filter,27277-4BU0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,99,Nissan,Micra,HR10DET,oil_filter,15208-65F0E,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,99,Nissan,Micra,HR10DET,air_filter,16546-5FA1B,UNVERIFIABLE_COVERAGE_GAP,,,,Nissan Micra K14. Real Micra V uses 16546-5FN1A. This may be K14 specific variant. Unconfirmed.
filter_specs.csv,99,Nissan,Micra,HR10DET,cabin_filter,27277-5FA0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,100,Nissan,Navara,YD25DDTi,oil_filter,15208-BN30A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,100,Nissan,Navara,YD25DDTi,air_filter,16546-EB300,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,100,Nissan,Navara,YD25DDTi,cabin_filter,27275-EN000,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,101,Honda,Civic,R18Z1,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,101,Honda,Civic,R18Z1,air_filter,17220-R1A-A01,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,101,Honda,Civic,R18Z1,cabin_filter,80292-TF0-G01,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,102,Honda,Civic,L15B7,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,102,Honda,Civic,L15B7,air_filter,17220-5AA-A00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,102,Honda,Civic,L15B7,cabin_filter,80292-TBA-A11,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,103,Honda,Jazz,L15B,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,103,Honda,Jazz,L15B,air_filter,17220-55A-Z01,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,103,Honda,Jazz,L15B,cabin_filter,80292-TF0-G01,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,104,Honda,Jazz,LEB,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,104,Honda,Jazz,LEB,air_filter,17220-5R0-008,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,104,Honda,Jazz,LEB,cabin_filter,80292-TLA-A01,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,105,Honda,HR-V,L15B,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,105,Honda,HR-V,L15B,air_filter,17220-55A-Z01,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,105,Honda,HR-V,L15B,cabin_filter,80292-T5A-J01,UNVERIFIABLE_COVERAGE_GAP,,,,Not in English-language parts databases. May be correct.
filter_specs.csv,106,Honda,CR-V,R20A,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,106,Honda,CR-V,R20A,air_filter,17220-R5A-A00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,106,Honda,CR-V,R20A,cabin_filter,80292-T0G-G01,WRONG_CORRECTED,80292-T0G-A01,wrong_letter (G01->A01),"hondapartsnow.com, hondafactoryparts.com",Honda CR-V cabin filter. One letter off.
filter_specs.csv,107,Honda,CR-V,L15B7,oil_filter,15400-RTA-003,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,107,Honda,CR-V,L15B7,air_filter,17220-5AA-A00,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,107,Honda,CR-V,L15B7,cabin_filter,80292-TBA-A11,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,108,Mitsubishi,Outlander,4B12,oil_filter,1230A114,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,108,Mitsubishi,Outlander,4B12,air_filter,1500A023,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,108,Mitsubishi,Outlander,4B12,cabin_filter,7803A028,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,109,Mitsubishi,ASX,4B10,oil_filter,1230A114,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,109,Mitsubishi,ASX,4B10,air_filter,1500A023,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,109,Mitsubishi,ASX,4B10,cabin_filter,7803A028,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,110,Mitsubishi,L200,4N15,oil_filter,1230A186,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,110,Mitsubishi,L200,4N15,air_filter,1500A617,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,110,Mitsubishi,L200,4N15,cabin_filter,7803A028,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,111,BMW,1 Series,N20B20,oil_filter,11 42 7 953 129,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,111,BMW,1 Series,N20B20,air_filter,13 71 7 602 643,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,111,BMW,1 Series,N20B20,cabin_filter,64 11 9 237 555,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,112,BMW,1 Series,B48B20,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,112,BMW,1 Series,B48B20,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,112,BMW,1 Series,B48B20,cabin_filter,64 11 9 321 875,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,113,BMW,3 Series,N20B20,oil_filter,11 42 7 953 129,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,113,BMW,3 Series,N20B20,air_filter,13 71 7 602 643,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,113,BMW,3 Series,N20B20,cabin_filter,64 11 9 237 555,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,114,BMW,3 Series,B48B20,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,114,BMW,3 Series,B48B20,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,114,BMW,3 Series,B48B20,cabin_filter,64 11 9 321 875,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,115,BMW,3 Series,B47D20,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,115,BMW,3 Series,B47D20,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,115,BMW,3 Series,B47D20,cabin_filter,64 11 9 321 875,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,116,BMW,X1,B48B20,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,116,BMW,X1,B48B20,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,116,BMW,X1,B48B20,cabin_filter,64 31 9 194 098,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,117,BMW,X3,N20B20,oil_filter,11 42 7 953 129,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,117,BMW,X3,N20B20,air_filter,13 71 7 602 643,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,117,BMW,X3,N20B20,cabin_filter,64 11 9 237 555,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,118,BMW,X3,B48B20,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,118,BMW,X3,B48B20,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,118,BMW,X3,B48B20,cabin_filter,64 11 9 321 875,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,119,BMW,X5,N20B20,oil_filter,11 42 7 953 129,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,119,BMW,X5,N20B20,air_filter,13 71 7 602 643,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,119,BMW,X5,N20B20,cabin_filter,64 11 9 237 555,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,120,BMW,X5,B58B30,oil_filter,11 42 8 575 211,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,120,BMW,X5,B58B30,air_filter,13 71 8 519 129,LIKELY_FABRICATED,,Not found in any source,,Not found. BMW air filter numbers usually end differently.
filter_specs.csv,120,BMW,X5,B58B30,cabin_filter,64 11 9 321 875,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,121,Mercedes-Benz,A-Class,M270,oil_filter,270 180 01 09,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,121,Mercedes-Benz,A-Class,M270,air_filter,270 094 02 04,WRONG_CORRECTED,274 094 01 04,wrong_prefix_and_suffix,"Spareto confirmed (A2740940104 with 23 products, MANN C 28 004, Filtron AP 035/7)",M270 air filter is actually A 274 094 01 04 (same as M274). The LLM used '270' prefix but the real number uses '274'. Variant is '01 04' not '02 04'. Confirmed on Spareto with both A prefix and without.
filter_specs.csv,121,Mercedes-Benz,A-Class,M270,cabin_filter,246 830 03 18,WRONG_CORRECTED,246 830 00 18,wrong_variant_digit,"Spareto confirmed (A2468300018 with MANN CUK 26 007, Filtron K 1346A)",Very close! Only middle variant digit wrong: '03' should be '00'. A 246 830 00 18 confirmed on Spareto with multiple cross-references.
filter_specs.csv,122,Mercedes-Benz,A-Class,M282,oil_filter,282 180 00 09,WRONG_CORRECTED,270 180 01 09,wrong_prefix_and_suffix,mbparts.mbusa.com lists 270-180-01-09 for 2014-2025 including W177 A-Class,M282 (1.3L turbo) shares oil filter with M270/M274 family. LLM fabricated '282' prefix matching engine code.
filter_specs.csv,122,Mercedes-Benz,A-Class,M282,air_filter,177 094 02 05,WRONG_CORRECTED,282 094 00 04,wrong_prefix_and_suffix,"eBay.co.uk genuine OEM listing (A2820940004), fmic.eu, classicparts.mbusa.com (177-094-01-00 is for M270 in W177)","M282 air filter is A 282 094 00 04. LLM used '177' (chassis code for A-Class) instead of '282' (engine code). Note: 177 094 01 00 EXISTS but that's for the M270 engine in W177, not M282."
filter_specs.csv,122,Mercedes-Benz,A-Class,M282,cabin_filter,177 830 00 00,NEEDS_DEALER_CHECK,,fabricated_variant,Amazon lists A2820940004 for W177/W247/C118/X243 but that's the AIR filter. Cabin filter for W177 platform not clearly confirmed.,LLM generated plausible '177 830 00 00' but this doesn't exist. The W177/W247 platform cabin filter real number needs dealer verification. Web sources suggest various numbers but no clear consensus.
filter_specs.csv,123,Mercedes-Benz,C-Class,M274,oil_filter,274 180 00 09,WRONG_CORRECTED,270 180 01 09,wrong_prefix_and_suffix,"mbparts.mbusa.com (2014-2025 vehicles), classicparts.mbusa.com, Spareto confirmed",M274 uses the same oil filter housing as M270. The LLM fabricated '274' prefix matching the engine code instead of the actual '270' prefix. Also wrong variant: '00 09' should be '01 09'.
filter_specs.csv,123,Mercedes-Benz,C-Class,M274,air_filter,274 094 01 04,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,123,Mercedes-Benz,C-Class,M274,cabin_filter,205 835 03 47,WRONG_CORRECTED,205 835 01 47,wrong_variant_digit,"Spareto confirmed (A2058350147), classicparts.mbusa.com (205-835-27-00 superseded), eBay OEM listings",Close! Variant '03' should be '01'. A 205 835 01 47 confirmed. Also used for E-Class W213.
filter_specs.csv,124,Mercedes-Benz,C-Class,M264,oil_filter,264 180 00 09,WRONG_CORRECTED,270 180 01 09,wrong_prefix_and_suffix,"mbparts.mbusa.com, Spareto confirmed with 30+ products",M264 shares the oil filter with M270/M274 family. LLM fabricated '264' prefix. Real: A 270 180 01 09.
filter_specs.csv,124,Mercedes-Benz,C-Class,M264,air_filter,264 094 01 04,WRONG_CORRECTED,264 094 01 00,wrong_last_digit,"classicparts.mbusa.com (264-094-01-00, 2019-2023 vehicles), Spareto confirmed",Very close! Only the last digit is wrong: '04' should be '00'. A 264 094 01 00 exists on both MB Classic Parts and Spareto.
filter_specs.csv,124,Mercedes-Benz,C-Class,M264,cabin_filter,205 835 03 47,WRONG_CORRECTED,205 835 01 47,wrong_variant_digit,"Spareto confirmed (A2058350147), classicparts.mbusa.com (205-835-27-00 superseded), eBay OEM listings",Close! Variant '03' should be '01'. A 205 835 01 47 confirmed. Also used for E-Class W213.
filter_specs.csv,125,Mercedes-Benz,E-Class,M274,oil_filter,274 180 00 09,WRONG_CORRECTED,270 180 01 09,wrong_prefix_and_suffix,"mbparts.mbusa.com (2014-2025 vehicles), classicparts.mbusa.com, Spareto confirmed",M274 uses the same oil filter housing as M270. The LLM fabricated '274' prefix matching the engine code instead of the actual '270' prefix. Also wrong variant: '00 09' should be '01 09'.
filter_specs.csv,125,Mercedes-Benz,E-Class,M274,air_filter,274 094 01 04,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,125,Mercedes-Benz,E-Class,M274,cabin_filter,213 835 00 47,WRONG_CORRECTED,205 835 01 47,wrong_prefix_and_variant,"eBay OEM listing (A2058350147 for W205/W213), Spareto confirmed","E-Class W213 shares cabin filter with C-Class W205. Real is A 205 835 01 47, not '213 835 00 47'. LLM used chassis code '213' as prefix instead of shared part prefix '205'."
