candidate_id,label,model_probability,disagreement,spectrogram_path
2024-09-30_11-19-38_0000015_00008766,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00008766.png
2024-09-30_11-18-34_0000004_00006503,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00006503.png
2024-09-30_11-19-00_0000007_00006508,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00006508.png
2024-09-30_11-21-40_0000044_00001123,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-40_0000044_00001123.png
2024-09-30_11-20-14_0000022_00006109,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00006109.png
2024-09-30_11-20-14_0000022_00004358,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00004358.png
2024-09-30_11-19-09_0000008_00002272,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-09_0000008_00002272.png
2024-09-30_11-21-01_0000034_00001870,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001870.png
2024-09-30_11-19-38_0000015_00012742,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00012742.png
2024-09-30_11-18-34_0000004_00002827,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00002827.png
2024-09-30_11-18-17_0000001_00005662,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-17_0000001_00005662.png
2024-09-30_11-20-14_0000022_00007687,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00007687.png
2024-09-30_11-20-14_0000022_00003965,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00003965.png
2024-09-30_11-20-38_0000028_00001798,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-38_0000028_00001798.png
2024-09-30_11-19-34_0000014_00001498,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-34_0000014_00001498.png
2024-09-30_11-18-52_0000005_00001079,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-52_0000005_00001079.png
2024-09-30_11-21-01_0000034_00001460,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001460.png
2024-09-30_11-18-17_0000001_00001014,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-17_0000001_00001014.png
2024-09-30_11-19-19_0000012_00006941,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-19_0000012_00006941.png
2024-09-30_11-20-45_0000030_00001559,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-45_0000030_00001559.png
2024-09-30_11-18-34_0000004_00006231,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00006231.png
2024-09-30_11-18-17_0000001_00002042,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-17_0000001_00002042.png
2024-09-30_11-18-34_0000004_00003942,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00003942.png
2024-09-30_11-20-14_0000022_00001731,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00001731.png
2024-09-30_11-19-38_0000015_00001443,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00001443.png
2024-09-30_11-20-14_0000022_00005473,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00005473.png
2024-09-30_11-18-17_0000001_00006868,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-17_0000001_00006868.png
2024-09-30_11-19-38_0000015_00011028,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00011028.png
2024-09-30_11-18-52_0000005_00003255,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-52_0000005_00003255.png
2024-09-30_11-21-01_0000034_00001565,USV,0.0000,1.0000,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001565.png
2024-09-30_11-21-30_0000042_00001899,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-30_0000042_00001899.png
2024-09-30_11-18-34_0000004_00008259,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00008259.png
2024-09-30_11-19-19_0000012_00005840,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-19_0000012_00005840.png
2024-09-30_11-18-34_0000004_00005154,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00005154.png
2024-09-30_11-18-34_0000004_00001850,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00001850.png
2024-09-30_11-21-01_0000034_00001350,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001350.png
2024-09-30_11-20-38_0000028_00002325,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-38_0000028_00002325.png
2024-09-30_11-19-00_0000007_00005586,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00005586.png
2024-09-30_11-19-38_0000015_00012456,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00012456.png
2024-09-30_11-19-38_0000015_00001891,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00001891.png
2024-09-30_11-19-00_0000007_00005488,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00005488.png
2024-09-30_11-20-14_0000022_00006217,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00006217.png
2024-09-30_11-18-52_0000005_00002774,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-52_0000005_00002774.png
2024-09-30_11-19-15_0000010_00001007,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-15_0000010_00001007.png
2024-09-30_11-21-01_0000034_00001135,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001135.png
2024-09-30_11-19-00_0000007_00006065,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00006065.png
2024-09-30_11-18-34_0000004_00007589,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00007589.png
2024-09-30_11-19-55_0000017_00002376,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-55_0000017_00002376.png
2024-09-30_11-20-14_0000022_00005597,USV,0.0001,0.9999,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00005597.png
2024-09-30_11-19-00_0000007_00005174,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00005174.png
2024-09-30_11-19-38_0000015_00001561,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00001561.png
2024-09-30_11-20-14_0000022_00005714,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00005714.png
2024-09-30_11-21-07_0000035_00006140,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-07_0000035_00006140.png
2024-09-30_11-19-38_0000015_00010789,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00010789.png
2024-09-30_11-19-00_0000007_00005871,USV,0.0002,0.9998,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00005871.png
2024-09-30_11-20-14_0000022_00007780,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00007780.png
2024-09-30_11-19-38_0000015_00011270,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00011270.png
2024-09-30_11-21-14_0000036_00001437,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-14_0000036_00001437.png
2024-09-30_11-20-14_0000022_00006331,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00006331.png
2024-09-30_11-19-38_0000015_00010559,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00010559.png
2024-09-30_11-20-14_0000022_00010755,USV,0.0003,0.9997,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00010755.png
2024-09-30_11-20-14_0000022_00005992,USV,0.0004,0.9996,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00005992.png
2024-09-30_11-19-09_0000008_00001978,USV,0.0004,0.9996,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-09_0000008_00001978.png
2024-09-30_11-19-38_0000015_00013327,USV,0.0005,0.9995,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00013327.png
2024-09-30_11-19-38_0000015_00009998,USV,0.0005,0.9995,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00009998.png
2024-09-30_11-20-38_0000028_00001923,USV,0.0006,0.9994,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-38_0000028_00001923.png
2024-09-30_11-19-38_0000015_00010918,USV,0.0006,0.9994,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00010918.png
2024-09-30_11-19-38_0000015_00013749,USV,0.0007,0.9993,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00013749.png
2024-09-30_11-19-00_0000007_00006280,USV,0.0007,0.9993,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00006280.png
2024-09-30_11-21-07_0000035_00001038,USV,0.0007,0.9993,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-07_0000035_00001038.png
2024-09-30_11-19-38_0000015_00010108,USV,0.0008,0.9992,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00010108.png
2024-09-30_11-21-01_0000034_00002797,USV,0.0008,0.9992,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00002797.png
2024-09-30_11-19-00_0000007_00005280,USV,0.0011,0.9989,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00005280.png
2024-09-30_11-19-34_0000014_00000984,USV,0.0012,0.9988,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-34_0000014_00000984.png
2024-09-30_11-19-19_0000012_00004557,USV,0.0012,0.9988,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-19_0000012_00004557.png
2024-09-30_11-21-01_0000034_00002288,USV,0.0014,0.9986,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00002288.png
2024-09-30_11-20-45_0000030_00001226,USV,0.0016,0.9984,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-45_0000030_00001226.png
2024-09-30_11-18-57_0000006_00001171,USV,0.0017,0.9983,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-57_0000006_00001171.png
2024-09-30_11-19-38_0000015_00013656,USV,0.0018,0.9982,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00013656.png
2024-09-30_11-20-14_0000022_00009263,USV,0.0021,0.9979,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-14_0000022_00009263.png
2024-09-30_11-19-09_0000008_00002397,USV,0.0024,0.9976,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-09_0000008_00002397.png
2024-09-30_11-18-52_0000005_00002929,USV,0.0029,0.9971,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-52_0000005_00002929.png
2024-09-30_11-19-00_0000007_00004836,USV,0.0034,0.9966,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-00_0000007_00004836.png
2024-09-30_11-19-58_0000018_00002654,USV,0.0035,0.9965,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-58_0000018_00002654.png
2024-09-30_11-19-38_0000015_00010333,USV,0.0038,0.9962,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00010333.png
2024-09-30_11-19-19_0000012_00007045,USV,0.0039,0.9961,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-19_0000012_00007045.png
2024-09-30_11-21-01_0000034_00001248,USV,0.0041,0.9959,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00001248.png
2024-09-30_11-21-34_0000043_00004026,USV,0.0045,0.9955,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-34_0000043_00004026.png
2024-09-30_11-19-09_0000008_00003252,USV,0.0106,0.9894,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-09_0000008_00003252.png
2024-09-30_11-19-38_0000015_00011618,USV,0.0138,0.9862,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-38_0000015_00011618.png
2024-09-30_11-18-34_0000004_00008983,USV,0.0153,0.9847,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-34_0000004_00008983.png
2024-09-30_11-18-57_0000006_00001298,USV,0.0164,0.9836,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-18-57_0000006_00001298.png
2024-09-30_11-20-41_0000029_00002342,USV,0.0271,0.9729,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-41_0000029_00002342.png
2024-09-30_11-20-41_0000029_00002986,USV,0.0295,0.9705,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-20-41_0000029_00002986.png
2024-09-30_11-21-07_0000035_00001256,USV,0.0340,0.9660,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-07_0000035_00001256.png
2024-09-30_11-21-07_0000035_00001128,USV,0.0539,0.9461,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-07_0000035_00001128.png
2024-09-30_11-21-01_0000034_00004815,USV,0.0774,0.9226,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-21-01_0000034_00004815.png
2024-09-30_11-19-09_0000008_00003107,USV,0.2034,0.7966,analysis\label_outliers\false_negative_candidates\spectrograms\2024-09-30_11-19-09_0000008_00003107.png
